"TOA5","Snow Weather","CR1000","86158","CR1000.Std.31.03","CPU:SnowCollege.CR1","60318","FifteenMin"
"TIMESTAMP","RECORD","AirTF_Avg","RH_Avg","WindGust","AveWindSp","WindDir","WindDir_SD","BP_inHg","SlrkW","HeatedPrecip_Tot","HeatedRunTot","Rain_Tot","RainRunTot"
"TS","RN","Deg F","%","mph","mph","degrees","Deg","inHg","kW/m^2","inch","inch","inch","inch"
"","","Avg","Avg","Max","WVc","WVc","WVc","Smp","Smp","Tot","Smp","Tot","Smp"
"2026-06-17 22:45:00",247057,73.11223,26.56633,5.261,2.138904,257.5132,21.66991,29.93,0,0,0,0,0
"2026-06-17 23:00:00",247058,71.45103,28.18554,3.288,1.123763,264.2937,38.90325,29.93,0,0,0,0,0
"2026-06-17 23:15:00",247059,69.96441,31.6547,1.534,0.06770847,215.6746,10.67758,29.93,0,0,0,0,0
"2026-06-17 23:30:00",247060,68.08947,35.56375,2.63,0.7131298,226.362,13.72759,29.94,0,0,0,0,0
"2026-06-17 23:45:00",247061,67.11723,36.41246,3.069,0.4615373,222.4812,27.81123,29.94,0,0,0,0,0
"2026-06-18 00:00:00",247062,66.02158,34.53092,4.384,1.142274,119.2757,17.52586,29.94,0,0,0,0,0
"2026-06-18 00:15:00",247063,65.40596,33.89417,1.973,0.1510045,187.6106,4.575355,29.95,0,0,0,0,0
"2026-06-18 00:30:00",247064,65.1106,35.06022,3.726,0.7272564,70.01392,32.41963,29.95,0,0,0,0,0
"2026-06-18 00:45:00",247065,63.57129,36.25736,2.192,0.3792151,98.40749,22.4763,29.95,0,0,0,0,0
"2026-06-18 01:00:00",247066,62.98598,35.35975,4.822,2.153274,117.8079,18.78705,29.96,0,0,0,0,0
"2026-06-18 01:15:00",247067,63.21138,33.99828,3.946,1.158592,123.9518,11.13169,29.96,0,0,0,0,0
"2026-06-18 01:30:00",247068,63.12421,34.02464,2.85,0.7830309,205.2666,25.67539,29.97,0,0,0,0,0
"2026-06-18 01:45:00",247069,62.65386,35.00808,3.946,1.153964,133.1851,71.75124,29.98,0,0,0,0,0
